                                       Count	% All	% Overflowing
===> Overflow Analysis <===
Valid packages processed:              1172
... containing any overflows:          413 	35%
== Undefined ==
... containing undefined overflows:    197 	16%	47%
... containing signed overflows:       73 	6%	17%
... containing shift overflows:        174 	14%	42%
... containing signed negation errs:   17 	1%	4%
... containing division errs:          1 	0%	0%
== Not Undefined ==
... containing unsigned overflows:     355 	30%	85%
... containing unsigned negation errs: 64 	5%	15%

===> General Package Stats <===
Processed:                      10000
Success:                        8440
Fail:                           1560
C/C++:                          4852
Overflowing:                    499
Loaded IOC-instr code:          3371
== Ignoring Configure Tests ==
Overflowing:                    417
Loaded IOC-instr code:          1172

===> Run Stats <===
ETA for run completion:         0 days 0 hours 0 mins
Packages remaining:             0

====================================================================================
Package Name                   | Any | Signd | Shift | SNeg  | Div   | Usign | UNeg 
kstart ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
kwin-style-crystal ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
l2tp-ipsec-vpn ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
lablgl ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lablgtk2 ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lacheck ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
ladish ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lame ......................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
lammps ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
last-align ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
lattice ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lbzip2 ....................... | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
lcms2 ........................ | Yes | Signd | ..... | ..... | ..... | Usign | .....
ldb .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
leafnode ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lensfun ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lesstif2 ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lhasa ........................ | Yes | ..... | Shift | ..... | ..... | Usign | .....
libacme-damn-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libaio ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libalgorithm-diff-xs-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libapache2-authenntlm-perl ... | ... | ..... | ..... | ..... | ..... | ..... | .....
libassuan .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libasync-interrupt-perl ...... | ... | ..... | ..... | ..... | ..... | ..... | .....
libatasmart .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libatomic-ops ................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
libaudio-flac-decoder-perl ... | ... | ..... | ..... | ..... | ..... | ..... | .....
libaudio-flac-header-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libaudio-scan-perl ........... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libauthen-dechpwd-perl ....... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libauthen-sasl-cyrus-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libautobox-perl .............. | Yes | ..... | ..... | ..... | ..... | Usign | .....
libav ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libberkeleydb-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libb-hooks-op-check-perl ..... | ... | ..... | ..... | ..... | ..... | ..... | .....
libbit-vector-perl ........... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libbonoboui .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libbsd-arc4random-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libbsd ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libbsd-resource-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libb-utils-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libcache-fastmmap-perl ....... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libcache-memcached-fast-perl . | ... | ..... | ..... | ..... | ..... | ..... | .....
libcairo-gobject-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libcairo-perl ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libcap2 ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcap-ng .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcdb-file-perl ............. | Yes | ..... | ..... | ..... | ..... | Usign | .....
libcdio ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libchewing ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libclass-c3-xs-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libclass-date-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libclass-load-xs-perl ........ | Yes | ..... | ..... | ..... | ..... | Usign | .....
libclass-methodmaker-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libclass-xsaccessor-perl ..... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libclone-perl ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libcompress-bzip2-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcompress-raw-bzip2-perl ... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcompress-raw-zlib-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libconvert-binary-c-perl ..... | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
libconvert-uulib-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-blowfish-perl ....... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libcrypt-des-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-dh-gmp-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-eksblowfish-perl .... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libcrypt-mysql-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-openssl-bignum-perl . | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-openssl-dsa-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-openssl-random-perl . | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-openssl-rsa-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-openssl-x509-perl ... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-rijndael-perl ....... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libcrypt-ssleay-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcrypt-twofish-perl ........ | Yes | ..... | Shift | ..... | ..... | Usign | .....
libcrypt-unixcrypt-xs-perl ... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libcss-minifier-xs-perl ...... | ... | ..... | ..... | ..... | ..... | ..... | .....
libcurses-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdap ....................... | Yes | Signd | ..... | ..... | ..... | Usign | .....
libdata-alias-perl ........... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libdata-dump-streamer-perl ... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdata-structure-util-perl .. | ... | ..... | ..... | ..... | ..... | ..... | .....
libdate-calc-xs-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdate-pcalc-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdate-simple-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdatetime-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libdbd-mysql-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libdbd-pg-perl ............... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libdbd-sqlite2-perl .......... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libdbd-sqlite3-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdbi-perl .................. | Yes | ..... | ..... | ..... | ..... | Usign | .....
libdevel-caller-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdevel-cover-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdevel-declare-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libdevel-lexalias-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdevel-nytprof-perl ........ | Yes | ..... | ..... | ..... | ..... | Usign | .....
libdevel-size-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdevice-serialport-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdigest-crc-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libdigest-md4-perl ........... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libdigest-sha-perl ........... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libdisasm .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libdrm ....................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libdshconfig ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libdumbnet ................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libdvbcsa .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libdv ........................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libeatmydata ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libembperl-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libencode-detect-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libencode-hanextra-perl ...... | ... | ..... | ..... | ..... | ..... | ..... | .....
libencode-jis2k-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libencode-perl ............... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libept ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libevent ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libevent-perl ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libev-perl ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libexif ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libexplain ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfcgi-perl ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libfile-fcntllock-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfile-fnmatch-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfile-libmagic-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libfile-spec-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libfile-sync-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libfilesys-df-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfilesys-smbclient-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfilesys-statvfs-perl ...... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfilter-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfishsound ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libforks-perl ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libfprint .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libfsosystem ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libg3d ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgc ........................ | Yes | ..... | Shift | ..... | ..... | Usign | UNeg 
libgd2 ....................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libgda5 ...................... | Yes | Signd | ..... | ..... | ..... | Usign | .....
libgdata ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgd-gd2-noxpm-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgd-gd2-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgee ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgeo-ip-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgii ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libglib-object-introspection-perl  | Yes | ..... | ..... | ..... | ..... | Usign | .....
libglib-perl ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libgnome2-canvas-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libgnome2-gconf-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgnome2-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgnome2-vfs-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgnome2-wnck-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgnome-keyring ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libgoo-canvas-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgssapi-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgstreamer-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-gladexml-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-imageview-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-notify-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-perl ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-sourceview2-perl ..... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-spell-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-trayicon-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-traymanager-perl ..... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgtk2-unique-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libguard-perl ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libguess ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libgwenhywfar ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libhtml-parser-perl .......... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libhtml-strip-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libhtml-template-pro-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libhtml-tidy-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libhttp-parser-xs-perl ....... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libical ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libidn ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libimage-exif-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libimage-imlib2-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libimager-perl ............... | Yes | Signd | Shift | ..... | ..... | Usign | .....
libio-dirent-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libio-interface-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libio-socket-multicast-perl .. | ... | ..... | ..... | ..... | ..... | ..... | .....
libipc-sharelite-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libjpeg6b .................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libjpeg8 ..................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libjson-xs-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libksba ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
liblchown-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
liblingua-stem-snowball-perl . | ... | ..... | ..... | ..... | ..... | ..... | .....
liblist-moreutils-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
liblocale-gettext-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
liblouis ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libmath-bigint-gmp-perl ...... | ... | ..... | ..... | ..... | ..... | ..... | .....
libmatheval .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libmath-gmp-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libmath-random-isaac-xs-perl . | Yes | ..... | ..... | ..... | ..... | Usign | .....
libmath-random-mt-perl ....... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libmcrypt .................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
libmongo-client .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libmongodb-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libmoose-perl ................ | Yes | ..... | ..... | ..... | ..... | Usign | .....
libmoosex-role-withoverloading-perl  | ... | ..... | ..... | ..... | ..... | ..... | .....
libmouse-perl ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libmpdclient ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libmsgcat-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libmtp ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libmusicbrainz5 .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libmusicbrainz-discid-perl ... | ... | ..... | ..... | ..... | ..... | ..... | .....
libnetaddr-ip-perl ........... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libnet-arp-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-cups-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-dbus-glib-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-dbus-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-dns-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-idn-encode-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-libidn-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-patricia-perl ......... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libnet-pcap-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-ssleay-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libnet-z3950-zoom-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libnice ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libnih ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libnova ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
liboauth ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
liboggz ...................... | Yes | Signd | ..... | ..... | ..... | ..... | .....
libonig ...................... | Yes | Signd | Shift | ..... | ..... | ..... | .....
libopengl-perl ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libopengl-xscreensaver-perl .. | ... | ..... | ..... | ..... | ..... | ..... | .....
libosinfo .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libpackage-stash-xs-perl ..... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libpadwalker-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libpam-afs-session ........... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libpam-krb5 .................. | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
libpango-perl ................ | ... | ..... | ..... | ..... | ..... | ..... | .....
libpano13 .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libpaper ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libparams-classify-perl ...... | ... | ..... | ..... | ..... | ..... | ..... | .....
libparams-util-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libparams-validate-perl ...... | ... | ..... | ..... | ..... | ..... | ..... | .....
libpar-packer-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libparse-exuberantctags-perl . | ... | ..... | ..... | ..... | ..... | ..... | .....
libperlio-eol-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libperlio-gzip-perl .......... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libpipeline .................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libplayer .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libpng ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libprelude ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libproc-processtable-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libpuzzle .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libreadonly-xs-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
librep ....................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libresample .................. | Yes | ..... | ..... | ..... | ..... | Usign | .....
librest ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
librsvg ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsamplerate ................ | Yes | ..... | Shift | ..... | ..... | Usign | .....
libscalar-list-utils-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libscalar-string-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libscope-upper-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsdl-perl .................. | Yes | ..... | Shift | ..... | ..... | ..... | .....
libsearch-xapian-perl ........ | Yes | ..... | ..... | ..... | ..... | Usign | .....
libset-object-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsgml-parser-opensp-perl ... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libsigsegv ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsocket-getaddrinfo-perl ... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsocket-perl ............... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libssh2 ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libstring-approx-perl ........ | ... | ..... | ..... | ..... | ..... | ..... | .....
libstring-crc32-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsub-identify-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsub-name-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libsyncml .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libsys-cpuload-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsys-cpu-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libsys-mmap-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libsys-syslog-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libsys-utmp-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libsys-virt-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libtasn1-3 ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libtemplate-perl ............. | Yes | ..... | ..... | ..... | ..... | ..... | UNeg 
libterm-readkey-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libterm-readline-gnu-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libterm-size-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libtext-bibtex-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libtext-bidi-perl ............ | ... | ..... | ..... | ..... | ..... | ..... | .....
libtext-charwidth-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libtext-csv-xs-perl .......... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libtext-iconv-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libtext-markdown-discount-perl  | ... | ..... | ..... | ..... | ..... | ..... | .....
libtheora .................... | Yes | ..... | Shift | ..... | ..... | Usign | .....
libthreads-perl .............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libthreads-shared-perl ....... | ... | ..... | ..... | ..... | ..... | ..... | .....
libunicode-collate-perl ...... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libunicode-linebreak-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libunicode-map8-perl ......... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libunicode-map-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libunicode-string-perl ....... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libunistring ................. | Yes | ..... | Shift | ..... | ..... | Usign | .....
libunix-syslog-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libupnp ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libuuid-perl ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libvariable-magic-perl ....... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libversion-perl .............. | Yes | Signd | ..... | ..... | ..... | ..... | .....
libverto ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libvformat ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libvideo-capture-v4l-perl .... | ... | ..... | ..... | ..... | ..... | ..... | .....
libvorbis .................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
libwacom ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
libwant-perl ................. | ... | ..... | ..... | ..... | ..... | ..... | .....
libwww-curl-perl ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
libxdg-basedir ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
libxml-libxml-perl ........... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libxml-libxslt-perl .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libxml-parser-perl ........... | ... | ..... | ..... | ..... | ..... | ..... | .....
libxml-sax-expatxs-perl ...... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libyaml-libyaml-perl ......... | ... | ..... | ..... | ..... | ..... | ..... | .....
libyaml-syck-perl ............ | Yes | ..... | Shift | ..... | ..... | ..... | .....
libyubikey ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
libzip ....................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
licq ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lie .......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
lighttpd ..................... | Yes | Signd | Shift | ..... | ..... | Usign | .....
lincity-ng ................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
link-monitor-applet .......... | ... | ..... | ..... | ..... | ..... | ..... | .....
linux-atm .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
linuxdoc-tools ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
linuxlogo .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
linuxtv-dvb-apps ............. | ... | ..... | ..... | ..... | ..... | ..... | .....
liquidsoap ................... | ... | ..... | ..... | ..... | ..... | ..... | .....
liquidwar .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
llvm-3.1 ..................... | Yes | ..... | Shift | SNeg  | ..... | Usign | UNeg 
llvm-3.2 ..................... | Yes | ..... | ..... | ..... | ..... | Usign | UNeg 
lme4 ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lockdev ...................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lockfile-progs ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
logrotate .................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
loudmouth .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lout ......................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
lsof ......................... | Yes | Signd | ..... | ..... | ..... | ..... | .....
lua5.1 ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
lua5.2 ....................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
lua-curl ..................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lua-expat .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lua-filesystem ............... | ... | ..... | ..... | ..... | ..... | ..... | .....
luakit ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lua-lpeg ..................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
lua-md5 ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
lua-posix .................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lua-sec ...................... | Yes | ..... | ..... | ..... | ..... | Usign | .....
luatex ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lunzip ....................... | Yes | ..... | Shift | ..... | ..... | ..... | .....
lush ......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lv2fil ....................... | ... | ..... | ..... | ..... | ..... | ..... | .....
lwt .......................... | ... | ..... | ..... | ..... | ..... | ..... | .....
